source,BoScore,AggScore,rankOfRanks,Altman-Z,Piotroski,CycleHeat,moatScore,grahamNumberToPrice,earnYield,returnOnEquity,Original_Rank,OLS_Rank,OLS_Score
M12.DE,0.04172638759616132,-0.2570062405583372,3.6,-0.01913570334634218,0.24549915104352538,0.2127920264050514,3,-0.23218926963617958,0.0049757412113596465,0.23771632553701075,63,84.0,-1.592136099540178
0DTF.L,-0.06826664093113378,-0.26075851905137615,3.0,-0.0646144038932304,0.7220563265986036,-0.5929676055454058,5,-0.17519536292125418,0.22830944875901538,0.2558423908812711,64,75.0,-1.193101950604027
AEM.TO,0.11268963180732042,-0.3319799724544411,6.0,-0.0783850510252315,0.7220563265986036,-0.34076348572851684,5,-0.22841993542844727,-0.41799926296258166,0.04219345261164693,65,6.0,1.7623970782753946
DNG.TO,-0.04875174877306629,-0.33887817563515477,2.8,-0.07244746015849049,-1.6607295511767879,0.2127920264050514,2,-0.054648883556828745,0.5393400739080286,0.08145935373599317,66,72.0,-0.9172653862507893
MPE.L,-0.06649255982585493,-0.3452045558489386,4.4,-0.07371393484375358,-0.7076152000666311,0.2127920264050514,2,-0.16328735305520506,-0.09465018480454207,0.040705136108909204,67,71.0,-0.86141866147664
MU,-0.07536296535225025,-0.348319323086539,5.7,-0.0682871546102331,-0.23105802451155288,0.2127920264050514,4,-0.19427853930249553,-0.7440607653841356,-0.01549291902500002,68,24.0,0.48626320078858687
MTE.DE,-0.07536296535225025,-0.350336349210732,5.9,-0.0682871546102331,-0.23105802451155288,0.2127920264050514,4,-0.1942785251306148,-0.7440607653841356,-0.01549291902500002,69,22.0,0.5081603635060206
KIN2.DE,0.07720800970174062,-0.3503575685910017,4.6,-0.1052190012377404,-0.7076152000666311,0.2127920264050514,4,-0.17040881017863893,-0.3437190113618735,0.05323636541996823,70,3.0,1.964805556585498
GFI,-0.09132969529976054,-0.35143731429928643,4.9,-0.10846371513294562,-0.7076152000666311,0.2127920264050514,3,-0.15790803747749158,-0.8593982171691439,0.073954824541809,71,16.0,1.2916402120053576
K.TO,0.006244765490582025,-0.35862295579379755,5.0,-0.09644190365763453,0.7220563265986036,-1.552751667208944,5,-0.10764996094320335,-0.3582214512450214,0.01160047465487833,72,5.0,1.8799254323865373
AEM,0.11268963180732042,-0.36050370544243476,6.3,-0.07858741651193961,0.7220563265986036,-0.36981437456861005,4,-0.2278817725421058,-0.41799926296258166,0.04219345261164693,73,7.0,1.7510938288351583
0R2J.L,0.08607841522813595,-0.36348328218852166,6.5,-0.07858741651193961,0.7220563265986036,-0.36981437456861005,4,-0.2278817725421058,-0.41799926296258166,0.04219345261164693,74,11.0,1.6372092405042125
KGC,0.023985576543371672,-0.3692399983236441,5.3,-0.09644190365763453,0.7220563265986036,-1.552751667208944,5,-0.10764996094320335,-0.3582214512450214,0.01160047465487833,75,4.0,1.8917129035135571
EVER,0.002696603280024297,-0.39432332887576604,7.1,0.10399870277219785,0.24549915104352538,0.2127920264050514,5,0.0,-2.0274898649652,-0.4239540817595869,76,18.0,0.7791525350203571
B,0.23155306586101088,-0.4006305251430834,7.2,0.08715928432638287,1.1986135021536821,0.2127920264050514,2,-0.3583097994708454,-1.075289019443366,-0.03116602720666181,77,17.0,1.0017598144555762
0R4M.L,-0.09665193861559812,-0.4392771016932458,6.6,-0.10960166844485489,-1.1841723756217095,0.2127920264050514,3,-0.19830910673119825,-0.5347809719805577,0.035269274100907334,78,20.0,0.622703134051653
EGO,-0.01504420777276535,-0.45307651849760006,5.8,-0.10245684412333422,0.24549915104352538,-1.552751667208944,3,-0.03844798937293364,-1.5373971755866989,-0.10589778713134597,79,13.0,1.5819934881088813
ELD.TO,-0.04165542435194983,-0.4584185498447102,6.1,-0.10245684412333422,0.24549915104352538,-1.552751667208944,3,-0.06168956315292368,-1.5373971755866989,-0.10589778713134597,80,31.0,0.32923839424776624
CAPD.L,-0.09132969529976054,-0.4649732984463498,4.7,-0.08680825695145802,-0.7076152000666311,0.2127920264050514,3,0.02114619344081196,-0.42773002307281094,0.03071081302046733,81,58.0,-0.5757778556956096
F3A.DE,-0.01504420777276535,-0.4868254773149447,6.7,-0.08628920699548884,-0.23105802451155288,0.2127920264050514,3,-0.22282978106655513,-0.6983059643613159,-0.017390055502785304,82,21.0,0.520874791167077
FSLR,-0.05052582987834464,-0.49327790518011116,6.8,-0.08628920699548884,-0.23105802451155288,0.2127920264050514,3,-0.22282978106655513,-0.6983059643613159,-0.017390055502785304,83,29.0,0.38256715939440356
0R06.L,-0.05052582987834464,-0.4932813985300263,6.9,-0.08628920699548884,-0.23105802451155288,0.2127920264050514,3,-0.22282978106655513,-0.6983059643613159,-0.017390055502785304,84,28.0,0.3826015537078469
TRT.L,-0.03633318103611222,-0.7220639640056208,4.8,0.6670370352082309,-0.23105802451155288,0.2127920264050514,4,0.0033789563209801884,-3.89960584409161,-0.7437341121114293,85,59.0,-0.5917965885461173
PRU.TO,0.18720103822903672,-0.7829841430775776,6.4,-0.12064642234485437,-1.1841723756217095,0.2127920264050514,3,0.013776606536349292,-1.9755135845893002,-0.1397092464591023,86,1.0,2.876013582362067
HRTG,-0.05407399208890288,-0.8901601331352259,5.5,-0.12199071187207537,-0.23105802451155288,-1.552751667208944,3,0.21944643655176635,-7.618849511925912,-0.3733370012166116,87,2.0,2.8314159476467275
